,addr,loc,d_hub
1693,asola farm rd asola homes asola new delhi delhi 110074 ,"[28.462752546235247,77.19003875392262]",POWERGRID
1694, sector 6 kakrola delhi 110078 ,"[28.587434452804647,77.03898691891226]",POWERGRID
1695,nainwal gurugram  122051 ,"[28.332910196505246,76.943355847859]",POWERGRID
1696, balola bandhwari  122102 ,"[28.41881522667388,77.13886338247359]",POWERGRID
1697, 122102 ,"[28.286896069160555,77.13768523898608]",POWERGRID
1698,late shri prabhu singh tehlan road ujwa delhi 110073 ,"[28.56338593362944,76.92009541319251]",POWERGRID
1699,cbpacs road kharkhari jatmal delhi 110073 ,"[28.56772481345514,76.93029918928667]",POWERGRID
1700,  122506 ,"[28.424864536509503,76.848448213654]",POWERGRID
1701,  122102 ,"[28.323106470391117,77.03496006755961]",POWERGRID
1702, gurugram  122505 ,"[28.498299669428054,76.97458811452256]",POWERGRID
1703,nh148a desu colony vasant kunj new delhi delhi 110016 ,"[28.5084398973827,77.17708285766783]",POWERGRID
1704,al faiz road dhauj  121005 ,"[28.34411176026092,77.18713179077093]",POWERGRID
1705,ssn marg bhatti kalan new delhi delhi 110074 ,"[28.43596437101486,77.21064370211424]",POWERGRID
1706, ghummanhera delhi 110043 ,"[28.520612323696234,76.92779731684575]",POWERGRID
1707, balola bandhwari  122102 ,"[28.408009362734578,77.14796611530889]",POWERGRID
1708, sport view delhi cantonment new delhi delhi 110010 ,"[28.572841788294184,77.12673277130114]",POWERGRID
1709, prem nagar dhani gurugram  122503 ,"[28.3723270393481,76.87006754870724]",POWERGRID
1710,daryapur kurd gumnhera ,"[28.54779614523864,76.90801415368645]",POWERGRID
1711, pandwalan khurd delhi 110043 ,"[28.557807097760413,76.96553984237579]",POWERGRID
1712, 122102 ,"[28.270709423475743,77.02430838354782]",POWERGRID
1713,aiims road badsa  124105 ,"[28.50717255706322,76.86955542366306]",POWERGRID
1714, bhora kalan  122414 ,"[28.294445685533606,76.8719856093315]",POWERGRID
1715,mdr137 new delhi  121012 ,"[28.407051374533854,77.22430017275866]",POWERGRID
1716,raisina rd hariahera  122102 ,"[28.31328555152505,77.0431420222035]",POWERGRID
1717, sehsaula  122103 ,"[28.22087849853483,77.02709897150301]",POWERGRID
1718,pataudi rd wazirpur gurugram  122505 ,"[28.41956144048072,76.9072597678659]",POWERGRID
1719,l-4/2 l-4 heritage city sector 25 gurugram  122022 ,"[28.485277165911167,77.08037621372138]",POWERGRID
1720,  ,"[28.339684899626658,76.84755285625846]",POWERGRID
1721, ramgarh sector 67 gurugram  122102 ,"[28.386249514730103,77.06821051474604]",POWERGRID
1722,sullar rd selakhari  121005 ,"[28.359712447143075,77.20973725866925]",POWERGRID
1723,shikarpur  ,"[28.21410033280995,76.9768087372326]",POWERGRID
1724,c-3/88 aya nagar extension jonapur link rd phase 4 aya nagar new delhi delhi 110047 ,"[28.478583399917508,77.13988867758587]",POWERGRID
1725,17 mandi valley jawahar colony mandi new delhi delhi 110047 ,"[28.440674451664986,77.13880783320764]",POWERGRID
1726,  122503 ,"[28.34671810218902,76.8508270649355]",POWERGRID
1727,hariyana dhunela  ,"[28.289290698903358,77.06989628808546]",POWERGRID
1728,lakhuwas  ,"[28.227321894139372,77.10405321950805]",POWERGRID
1729, gurugram delhi 110073 ,"[28.51862318848946,76.92326528853441]",POWERGRID
1730,12 1st street basai village sector 37d gurugram  122006 ,"[28.453255379041682,76.98230190177752]",POWERGRID
1731, raiseena  122102 ,"[28.294068037192076,77.02777060198488]",POWERGRID
1732,sohna rd sohna rural  122103 ,"[28.264470400600903,77.06862873206656]",POWERGRID
1733,117 ignou main rd pocket e neb valley sainik farm new delhi delhi 110068 ,"[28.507397287233843,77.19945400233233]",POWERGRID
1734, alipur  122103 ,"[28.317211874361334,77.0445643215875]",POWERGRID
1735,  122102 ,"[28.361422610451903,77.138971024025]",POWERGRID
1736,1008 sector 2 sector 62 noida  122052 ,"[28.365294593503027,76.93829513475919]",POWERGRID
1737, sohna rural  122102 ,"[28.25335461153989,77.08587421988778]",POWERGRID
1738,raghopur main rd raghopur delhi  110071 ,"[28.519244962452703,77.00006591987628]",POWERGRID
1739, gurugram  122005 ,"[28.382879207552747,77.09315301858929]",POWERGRID
1740,summer sprint  121005 ,"[28.367537752436252,77.17630539730304]",POWERGRID
1741,112 sector 109 gurugram  122017 ,"[28.509047614482633,77.00733895371953]",POWERGRID
1742,plot no. 50-a chhattarpur village new delhi delhi 110074 ,"[28.49501433127103,77.17607577447639]",POWERGRID
1743,daily service delhi to kolkata transport service bees sutri harijan basti sainik farm new delhi delhi 110030 ,"[28.50526965415191,77.19613103573867]",POWERGRID
1744, baghanki  122413 ,"[28.311639040796372,76.93585088518188]",POWERGRID
1745,nh919 sohna  122103 ,"[28.23861306018619,77.04225025822525]",POWERGRID
1746, 122102 ,"[28.28312444104196,77.027963149797]",POWERGRID
1747, 122102 ,"[28.247179026323764,76.99942382629577]",POWERGRID
1748,summer sprint gothda mohbtabad  121005 ,"[28.385334521120246,77.20395781543769]",POWERGRID
1749,pawta road selakhari  121005 ,"[28.365972940630698,77.19805129716312]",POWERGRID
1750,damdama lake rd behlpa  122102 ,"[28.323132859446204,77.11953306461996]",POWERGRID
1751, binola  122413 ,"[28.31175461483894,76.87409803141871]",POWERGRID
1752, gurugram  122101 ,"[28.35052226544678,76.96290019003965]",POWERGRID
1753, gurugram  122052 ,"[28.38176657332279,76.94582273086522]",POWERGRID
1754, sector 80 gurugram  122101 ,"[28.361394879599423,76.95558198916423]",POWERGRID
1755,  122005 ,"[28.377576594765344,77.08721666324564]",POWERGRID
1756, dharampur sector 108 gurugram  122017 ,"[28.517285481995195,76.9768683221109]",POWERGRID
1757, imt manesar gurugram  122051 ,"[28.37239968213201,76.9170501019798]",POWERGRID
1758, 121004 ,"[28.35634402516454,77.1879575635407]",POWERGRID
1759, abhepur  122102 ,"[28.285772449001815,77.10522729283127]",POWERGRID
1760,pataudi - dhorka road dhorka  122051 ,"[28.403869960833823,76.90327106550147]",POWERGRID
1761,chuharpur  122102 ,"[28.246003222420356,77.14943113435363]",POWERGRID
1762,bai khera  122102 ,"[28.291292981820096,77.19288236875518]",POWERGRID
1763,p1602 sohna rd sector 33 gurugram  122001 ,"[28.431126148750824,77.03344952464244]",POWERGRID
1764,bhango  122102 ,"[28.273159703939122,77.02034399860159]",POWERGRID
1765, palda dhaani  122103 ,"[28.388420741806968,77.0275047962002]",POWERGRID
1766,66 sector 18 gurugram  122008 ,"[28.489347148180784,77.06310438016244]",POWERGRID
1767, kaliawas gurugram  122006 ,"[28.492587711852828,76.8966299330233]",POWERGRID
1768,mohammad mustak padheni  122105 ,"[28.228133639693567,76.98850678749157]",POWERGRID
1769, 122102 ,"[28.326083749878702,77.13820518904392]",POWERGRID
1770,ar-711 sector 42 gurugram  122002 ,"[28.457805025368284,77.10378942834518]",POWERGRID
1771, gurugram  122005 ,"[28.38719623396712,77.10313107996419]",POWERGRID
1772, alampur  121005 ,"[28.315214109495088,77.20737980755912]",POWERGRID
1773,211 sector 9a sector 9 gurugram  122006 ,"[28.466761976924822,76.9932425845794]",POWERGRID
1774,h-37 shankar vihar new delhi delhi 110037 ,"[28.559137458040805,77.14137064001329]",POWERGRID
1775,  122101 ,"[28.352244241528922,77.04408755655113]",POWERGRID
1776, dhumaspur  122102 ,"[28.378753360226018,77.07475666559714]",POWERGRID
1777,mdr137 sanjay colony bhatti kalan new delhi  110074 ,"[28.41008320671852,77.21772215301186]",POWERGRID
1778, kaliawas gurugram  122006 ,"[28.480333176929825,76.89159063970628]",POWERGRID
1779,summer sprint 2  122005 ,"[28.38182275404279,77.15478192830474]",POWERGRID
1780,dhanwapur road gurugram  122006 ,"[28.47988902076731,76.96153584871526]",POWERGRID
1781, khaintawas  122505 ,"[28.437908025456277,76.88575747827389]",POWERGRID
1782, sector 58 ghata  122102 ,"[28.417151192918762,77.11855452162338]",POWERGRID
1783,abhepur  122102 ,"[28.292847561840162,77.11494707116604]",POWERGRID
1784,39 maruti chowk ghitorni new delhi delhi 110030 ,"[28.493095732047898,77.14138537473312]",POWERGRID
1785, gurugram delhi 110073 ,"[28.508661886587614,76.93409418195293]",POWERGRID
1786, iilm institute sector 53 gurugram  122003 ,"[28.432277245338,77.10273961225677]",POWERGRID
1787,bindra faram b -4 ansal villa f block ansal villas sat bari new delhi delhi 110074 ,"[28.472266240269924,77.20303544989461]",POWERGRID
1788,mdr137 dera mandi bandhwari  122005 ,"[28.415537091986838,77.16660046563601]",POWERGRID
1789,nh148a dr ambedkar colony chhattarpur new delhi delhi 110016 ,"[28.51010746325278,77.18227232260598]",POWERGRID
1790, 122103 ,"[28.211928731287706,77.05162823303132]",POWERGRID
1791,sakatpur rd  122103 ,"[28.37986994342546,77.01041324717536]",POWERGRID
1792, 122413 ,"[28.27699023659973,76.90144185366805]",POWERGRID
1793,pawta road selakhari  121005 ,"[28.36854229425602,77.20005279264352]",POWERGRID
1794,pulawas  122102 ,"[28.3249680356868,77.09554901457365]",POWERGRID
1795,sehjawas  122102 ,"[28.336505299495155,77.08993290240055]",POWERGRID
1796, shikarpur gurugram delhi 110043 ,"[28.51692168640303,76.9568372687146]",POWERGRID
1797,golden greens golf cross rd  122103 ,"[28.360421837093384,77.0039362235169]",POWERGRID
1798, mankrola mankraula  122505 ,"[28.49797531527573,76.90832798418668]",POWERGRID
1799,b lane ansal villas sat bari new delhi delhi 110074 ,"[28.4739294570332,77.19266327347881]",POWERGRID
1800,opposit mk garden dera mode new delhi 110074 opposit mk garden dera mode new delhi 110074 fatehpur beri new delhi delhi 110074 ,"[28.447274496228488,77.18104856173308]",POWERGRID
1801,dauralla delhi ,"[28.50381859895082,76.88754906776538]",POWERGRID
1802, sayyad mohamadpur  122505 ,"[28.441658463004416,76.87503328700178]",POWERGRID
1803,50 sector 19 pocket 3 sector 11 dwarka dwarka delhi 110075 ,"[28.5852935908409,77.04883706566129]",POWERGRID
1804,new delhi delhi 110073 ,"[28.544245930391615,76.92200544042105]",POWERGRID
1805,28 dlf phase 1 sector 28 gurugram  122002 ,"[28.47204172013413,77.09319131712464]",POWERGRID
1806,  122102 ,"[28.292839370895184,77.03965976748151]",POWERGRID
1807, sehjawas  122102 ,"[28.334214257751086,77.09805298065294]",POWERGRID
1808,golf drive ambience island dlf phase 3 rajokri gurugram  122010 ,"[28.505000277147808,77.0983622274283]",POWERGRID
1809, goyla village delhi 110071 ,"[28.58684914821063,77.01334336348577]",POWERGRID
1810,gurgaon - delhi expy police colony mehram nagar new delhi delhi 110076 ,"[28.559959012961233,77.13354147182199]",POWERGRID
1811, sector 92 gurugram  122505 ,"[28.40947879084107,76.91442379745932]",POWERGRID
1812,mdr 133  122102 ,"[28.246806847434122,77.12903580513189]",POWERGRID
1813,  122102 ,"[28.3006470808191,77.18330203810169]",POWERGRID
1814,mdr137 mandi gurugram  122011 ,"[28.43686890785677,77.12517231697719]",POWERGRID
1815,summer sprint 2  122005 ,"[28.379964977549427,77.14316720861704]",POWERGRID
1816,38/6 delhi - jaipur expy mohammed pur khandsha sector 37 gurugram  122004 ,"[28.421633771826507,77.00111488509197]",POWERGRID
1817,northern access rd indira gandhi international airport new delhi delhi 110037 ,"[28.558346996394814,77.12631598919667]",POWERGRID
1818,tatarpur rd kharkhari tatarpur  122413 ,"[28.343555402746723,76.8608970455735]",POWERGRID
1819, mankrola  122006 ,"[28.503174897069925,76.91395405539775]",POWERGRID
1820,nh919 sohna  122103 ,"[28.24541540701068,77.05840364040021]",POWERGRID
1821, alipur  122103 ,"[28.299738359216835,77.06129742727005]",POWERGRID
1822, shikarpur delhi 110073 ,"[28.52724641755056,76.94630628808213]",POWERGRID
1823,sushil nagar ward no. 3 raghav vatika sohna  122103 ,"[28.258562899952647,77.0765305474833]",POWERGRID
1824,gurjar vijay singh pathik marg garhi bazidpur  122102 ,"[28.30387437350161,77.09598278631547]",POWERGRID
1825,shantigram rd  122102 ,"[28.276429220976997,77.1622206681031]",POWERGRID
1826,20 kadipur industrial area sector 10 gurugram  122001 ,"[28.450631128246798,76.99438099644381]",POWERGRID
1827, 121004 ,"[28.354123232871448,77.18126042478097]",POWERGRID
1828, maruti udyog sector 18 gurugram  122008 ,"[28.49600486720777,77.06777551923551]",POWERGRID
1829,rampura-mohammadpur road  122103 ,"[28.28818566681727,76.98947814555558]",POWERGRID
1830, mahipalpur extension mahipalpur new delhi delhi 110076 ,"[28.54376575081759,77.13090890602052]",POWERGRID
1831,shop no 104/3/2-a opposite bristol hotel mehrauli-gurgaon rd gurugram  122002 ,"[28.480637548119173,77.09175353755565]",POWERGRID
1832, medawas sector 65 gurugram  122005 ,"[28.39992333380266,77.07453794772327]",POWERGRID
1833,western peripheral expy shikarpur  122103 ,"[28.223684923500365,76.98285655010896]",POWERGRID
1834, manesar gurugram  122101 ,"[28.345076431025575,76.94511972117775]",POWERGRID
1835,dcr marg kalwari  122015 ,"[28.265831161882137,76.91438346517775]",POWERGRID
1836,opp.d.a.v.school basai rd bhawani enclave heera nagar sector 9 gurugram  122006 ,"[28.461646580129297,76.98916691252211]",POWERGRID
1837,tethar  122102 ,"[28.303077532486167,77.16862739706366]",POWERGRID
1838, bhondsi  122102 ,"[28.348966615594335,77.05968601096659]",POWERGRID
1839, gurugram  122004 ,"[28.410990762589638,76.95953689747145]",POWERGRID
1840,37km milestone aigha compound hero honda chowk new railway road new railway road gurugram  122001 ,"[28.437548210892626,77.01176255346861]",POWERGRID
1841, langra  122015 ,"[28.28436655785945,76.9010920511664]",POWERGRID
1842, bamrauli  122103 ,"[28.27443675619404,76.97947069175952]",POWERGRID
1843,166 vill patuka sehsaula  122103 ,"[28.218267504619035,77.0394332853597]",POWERGRID
1844, sector 59 gurugram  122102 ,"[28.389870706080337,77.11947127407066]",POWERGRID
1845,kuliaka  122102 ,"[28.280960482748675,77.17952877996609]",POWERGRID
1846,nh 48 gurugram  122105 ,"[28.327097141693653,76.91299490663074]",POWERGRID
1847,crusher zone bus stop faridabad - gurgaon rd sanjay colony bhatti kalan new delhi  121012 ,"[28.410938567464257,77.23284492341035]",POWERGRID
1848,main chattarpur road chhattarpur new delhi delhi 110074 ,"[28.49133982462153,77.18457052377705]",POWERGRID
1849,  122102 ,"[28.328490633214777,77.0273692280522]",POWERGRID
1850, kadarpur  122005 ,"[28.38840236339924,77.08935061462923]",POWERGRID
1851, sirohi  121005 ,"[28.3110267969379,77.19421605335258]",POWERGRID
1852, balola  122102 ,"[28.41826004797938,77.1220914982245]",POWERGRID
1853, paprawat village delhi 110043 ,"[28.581301640722987,76.98679379996116]",POWERGRID
1854,new delhi delhi 110073 ,"[28.515085958705498,76.88651448495729]",POWERGRID
1855,pandwala mod - kanganheri link road kanganheri delhi 110071 ,"[28.551788796085575,76.98231701214752]",POWERGRID
1856,aiims road badsa  124105 ,"[28.509849776611354,76.86848238613302]",POWERGRID
1857, rojka  122103 ,"[28.211163771819184,77.05692991295035]",POWERGRID
1858, 122102 ,"[28.37653997920913,77.1381725909709]",POWERGRID
1859,sh 15a daya vihar budhera gurugram  122006 ,"[28.471535288851072,76.93176581651832]",POWERGRID
1860, kota khandeola bissar akbarpur  122015 ,"[28.317779355039846,76.96136759503052]",POWERGRID
1861,66 kv power house colony sohna  ,"[28.25497844001983,77.06495843700941]",POWERGRID
1862,19 ablock w sohna roadvatika city market sector 49 gurugram  122018 ,"[28.402094886992714,77.04651656385194]",POWERGRID
1863,sarangpur village sarangpur delhi 110073 ,"[28.54202328977352,76.89140805959613]",POWERGRID
1864,western peripheral expy gurugram  122051 ,"[28.400170346284817,76.86557964356392]",POWERGRID
1865,uer ii indira gandhi international airport new delhi delhi 110037 ,"[28.54241846343136,77.09651506850443]",POWERGRID
1866,bharat yatra kendra road  122101 ,"[28.36487096428026,77.04782811125187]",POWERGRID
1867, 122102 ,"[28.317512050735285,77.03357281624048]",POWERGRID
1868,  122503 ,"[28.349906046498962,76.84547936883226]",POWERGRID
1869,j m d rooms gali no 2 satguru encalve palam vihar extension gurugram  122022 ,"[28.498863344291834,77.06155849620448]",POWERGRID
1870, karnki  122102 ,"[28.23978018248198,77.13815817524407]",POWERGRID
1871,gurgaon - delhi expy samalka new delhi delhi 110037 ,"[28.53254534629912,77.10446125672908]",POWERGRID
1872,farukh nagar - wazirpur rd gurugram  122505 ,"[28.439305158120263,76.85633671169936]",POWERGRID
1873,kherki  122413 ,"[28.29983993332094,76.94460217460806]",POWERGRID
1874, jhanjraula jhanjrola  122505 ,"[28.485543581133996,76.86713172475288]",POWERGRID
1875, gurugram  122051 ,"[28.340176402494095,76.91586748151792]",POWERGRID
1876,agarwal packers and movers gurgaon+agarwal movers and packers gurgaon+agarwal packers and movers in gurgaon+agarwal packers and movers gurgaon+agarwal packers and movers gurugram  ,"[28.43650793643653,77.06836127170594]",POWERGRID
1877,camp wild road  121005 ,"[28.39323413489421,77.18948198489711]",POWERGRID
1878,vill bharampur.sc59 vill bharampur.sc59 alahawas sector 59 gurugram  122005 ,"[28.401047694815645,77.10972682654017]",POWERGRID
1879, indira gandhi international airport new delhi delhi 110037 ,"[28.56636204043358,77.07896344003039]",POWERGRID
1880, gurugram  122505 ,"[28.429200601629883,76.90681707605695]",POWERGRID
1881,daultabad - dhanwapur rd sector 103 gurugram  122006 ,"[28.48786920842302,76.98976826093698]",POWERGRID
1882,bhatti kalan new delhi delhi ,"[28.418462024045347,77.22207987618688]",POWERGRID
1883,permit line road mahendwara  122102 ,"[28.3394337159138,77.0755248519429]",POWERGRID
1884, dhauj  121005 ,"[28.35465135395508,77.1987462700507]",POWERGRID
1885, nurpur jharsa  122103 ,"[28.37434905319884,77.03478448144543]",POWERGRID
1886,khandsa rd khandsha sector 36 gurugram  122004 ,"[28.423344945279737,76.9964151332227]",POWERGRID
1887,2084 pocket 2 sector b vasant kunj new delhi delhi 110070 ,"[28.52508578405788,77.1601657841078]",POWERGRID
1888,pandit wali gali pandwalan kalan delhi 110043 ,"[28.57214065369445,76.95932678191973]",POWERGRID
1889, budhera gurugram  122006 ,"[28.494485873419876,76.9274815694335]",POWERGRID
1890, mankrola  122006 ,"[28.507702652151057,76.91745725469488]",POWERGRID
1891, gadpur farm jaunapur new delhi delhi 110047 ,"[28.473977822593067,77.14861330778943]",POWERGRID
